Abstract Loop,Total Files,|,Total in File,keyMode,triadMode,formMode,beatMode,File
05_7maj_1maj_9maj_0maj_9maj_5maj_5min7_,10,|,10,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.6_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_5min7_,10,|,10,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.9_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_5min7_,10,|,10,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.7_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_5min7_,10,|,10,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.9_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_5min7_,10,|,10,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.7_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_5min7_,10,|,10,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.6_0.25.csv
05_7maj_1maj_9maj_0maj_9maj_5maj_5min7_,10,|,10,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.5_0.25.csv
4min7_10maj_10maj(9)_,3,|,16,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.5_0.25.csv
4min7_10maj_10maj(9)_,3,|,16,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.6_0.25.csv
4min7_10maj_10maj(9)_,3,|,16,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.7_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,6,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.8_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,6,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.7_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,16,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.5_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,14,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.8_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,11,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.0_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,12,False,0,True,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeTrue_1.0_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,27,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.5_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,31,False,0,True,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeTrue_0.6_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,12,False,0,True,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeTrue_1.2_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,27,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.6_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,12,False,0,True,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeTrue_0.7_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,22,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.4_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,6,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.7_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,7,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.9_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,7,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.8_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,19,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.5_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,47,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.6_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,40,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.9_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,18,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.0_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,7,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.0_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,11,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.2_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,31,False,0,True,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeTrue_0.5_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,47,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.5_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,36,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.7_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,19,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.5_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,11,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.2_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,18,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.0_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,12,False,0,True,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeTrue_0.8_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,6,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.9_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,40,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.1_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,20,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,6,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.7_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,22,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.5_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,27,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.3_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,27,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.5_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,11,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.3_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,27,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.2_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,11,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.9_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,11,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.0_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,7,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.7_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,7,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.6_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,40,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.0_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,18,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.1_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,11,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.3_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,22,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.5_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,7,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.0_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,27,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.6_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,6,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.7_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,6,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.9_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,7,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.6_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,16,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.4_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,6,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.8_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,12,False,0,True,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeTrue_1.1_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,11,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.9_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,18,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.1_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,19,False,7,True,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeTrue_0.6_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,11,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.1_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,7,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.7_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,36,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.8_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,12,False,0,True,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeTrue_0.9_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,6,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_0.8_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,7,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.8_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,11,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_1.1_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,7,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.9_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,14,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.9_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,19,False,1,True,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeTrue_0.6_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,7,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.7_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,20,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.0_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,22,False,7,False,True,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeTrue_formModeFalse_1.4_0.25.csv
2maj_10maj_7maj_7maj_10maj_,70,|,6,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.8_0.25.csv
0maj_7maj_5maj_7maj_5maj_,9,|,30,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.0_0.25.csv
0maj_7maj_5maj_7maj_5maj_,9,|,30,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.8_0.25.csv
0maj_7maj_5maj_7maj_5maj_,9,|,30,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.2_0.25.csv
0maj_7maj_5maj_7maj_5maj_,9,|,30,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.9_0.25.csv
0maj_7maj_5maj_7maj_5maj_,9,|,30,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.1_0.25.csv
0maj_7maj_5maj_7maj_5maj_,9,|,30,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.6_0.25.csv
0maj_7maj_5maj_7maj_5maj_,9,|,30,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.4_0.25.csv
0maj_7maj_5maj_7maj_5maj_,9,|,30,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.3_0.25.csv
0maj_7maj_5maj_7maj_5maj_,9,|,30,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.7_0.25.csv
5maj_5maj_7maj_7mct_,20,|,24,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.6_0.25.csv
5maj_5maj_7maj_7mct_,20,|,20,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv
5maj_5maj_7maj_7mct_,20,|,19,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.5_0.25.csv
5maj_5maj_7maj_7mct_,20,|,24,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.9_0.25.csv
5maj_5maj_7maj_7mct_,20,|,24,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.0_0.25.csv
5maj_5maj_7maj_7mct_,20,|,10,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.6_0.25.csv
5maj_5maj_7maj_7mct_,20,|,12,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.5_0.25.csv
5maj_5maj_7maj_7mct_,20,|,24,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.5_0.25.csv
5maj_5maj_7maj_7mct_,20,|,24,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.7_0.25.csv
5maj_5maj_7maj_7mct_,20,|,10,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.7_0.25.csv
5maj_5maj_7maj_7mct_,20,|,24,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.8_0.25.csv
5maj_5maj_7maj_7mct_,20,|,19,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.4_0.25.csv
5maj_5maj_7maj_7mct_,20,|,19,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.2_0.25.csv
5maj_5maj_7maj_7mct_,20,|,10,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.9_0.25.csv
5maj_5maj_7maj_7mct_,20,|,16,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.2_0.25.csv
5maj_5maj_7maj_7mct_,20,|,16,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.3_0.25.csv
5maj_5maj_7maj_7mct_,20,|,19,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.1_0.25.csv
5maj_5maj_7maj_7mct_,20,|,16,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.0_0.25.csv
5maj_5maj_7maj_7mct_,20,|,19,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.3_0.25.csv
5maj_5maj_7maj_7mct_,20,|,10,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.8_0.25.csv
3mct_5mct_9mct_7mct_,2,|,10,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.5_0.25.csv
3mct_5mct_9mct_7mct_,2,|,10,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.5_0.25.csv
01(b3|b7)_3maj_7maj_2maj_,8,|,14,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.5_0.25.csv
01(b3|b7)_3maj_7maj_2maj_,8,|,14,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.6_0.25.csv
01(b3|b7)_3maj_7maj_2maj_,8,|,14,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.8_0.25.csv
01(b3|b7)_3maj_7maj_2maj_,8,|,14,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.7_0.25.csv
01(b3|b7)_3maj_7maj_2maj_,8,|,14,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.7_0.25.csv
01(b3|b7)_3maj_7maj_2maj_,8,|,14,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.5_0.25.csv
01(b3|b7)_3maj_7maj_2maj_,8,|,14,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.8_0.25.csv
01(b3|b7)_3maj_7maj_2maj_,8,|,14,False,1,False,True,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeTrue_formModeFalse_0.6_0.25.csv
2maj_2min_10maj_10maj_,62,|,17,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.2_0.25.csv
2maj_2min_10maj_10maj_,62,|,15,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.5_0.25.csv
2maj_2min_10maj_10maj_,62,|,61,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.5_0.25.csv
2maj_2min_10maj_10maj_,62,|,46,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.0_0.25.csv
2maj_2min_10maj_10maj_,62,|,15,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.7_0.25.csv
2maj_2min_10maj_10maj_,62,|,23,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.5_0.25.csv
2maj_2min_10maj_10maj_,62,|,21,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.7_0.25.csv
2maj_2min_10maj_10maj_,62,|,18,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.2_0.25.csv
2maj_2min_10maj_10maj_,62,|,18,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.6_0.25.csv
2maj_2min_10maj_10maj_,62,|,21,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_0.9_0.25.csv
2maj_2min_10maj_10maj_,62,|,17,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.1_0.25.csv
2maj_2min_10maj_10maj_,62,|,46,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.1_0.25.csv
2maj_2min_10maj_10maj_,62,|,21,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.3_0.25.csv
2maj_2min_10maj_10maj_,62,|,27,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.8_0.25.csv
2maj_2min_10maj_10maj_,62,|,57,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.6_0.25.csv
2maj_2min_10maj_10maj_,62,|,57,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.9_0.25.csv
2maj_2min_10maj_10maj_,62,|,13,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_1.0_0.25.csv
2maj_2min_10maj_10maj_,62,|,37,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.8_0.25.csv
2maj_2min_10maj_10maj_,62,|,17,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.4_0.25.csv
2maj_2min_10maj_10maj_,62,|,12,False,0,True,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeTrue_0.5_0.25.csv
2maj_2min_10maj_10maj_,62,|,18,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.9_0.25.csv
2maj_2min_10maj_10maj_,62,|,17,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_0.8_0.25.csv
2maj_2min_10maj_10maj_,62,|,51,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.5_0.25.csv
2maj_2min_10maj_10maj_,62,|,57,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_0.7_0.25.csv
2maj_2min_10maj_10maj_,62,|,21,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.2_0.25.csv
2maj_2min_10maj_10maj_,62,|,17,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.0_0.25.csv
2maj_2min_10maj_10maj_,62,|,17,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.5_0.25.csv
2maj_2min_10maj_10maj_,62,|,12,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_0.5_0.25.csv
2maj_2min_10maj_10maj_,62,|,18,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.0_0.25.csv
2maj_2min_10maj_10maj_,62,|,24,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.1_0.25.csv
2maj_2min_10maj_10maj_,62,|,23,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_1.1_0.25.csv
2maj_2min_10maj_10maj_,62,|,18,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_0.7_0.25.csv
2maj_2min_10maj_10maj_,62,|,21,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.4_0.25.csv
2maj_2min_10maj_10maj_,62,|,24,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.3_0.25.csv
2maj_2min_10maj_10maj_,62,|,21,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.5_0.25.csv
2maj_2min_10maj_10maj_,62,|,21,False,7,True,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeTrue_1.1_0.25.csv
2maj_2min_10maj_10maj_,62,|,37,False,7,False,False,entropyStats_ngrams-entropy_noKey_TriadMode7_BeatModeFalse_formModeFalse_1.5_0.25.csv
2maj_2min_10maj_10maj_,62,|,23,False,0,False,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeFalse_0.6_0.25.csv
2maj_2min_10maj_10maj_,62,|,46,False,0,True,False,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeFalse_formModeTrue_1.2_0.25.csv
2maj_2min_10maj_10maj_,62,|,24,False,0,False,True,entropyStats_ngrams-entropy_noKey_TriadMode0_BeatModeTrue_formModeFalse_1.0_0.25.csv
2maj_2min_10maj_10maj_,62,|,15,False,1,False,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeFalse_0.6_0.25.csv
2maj_2min_10maj_10maj_,62,|,17,False,1,True,False,entropyStats_ngrams-entropy_noKey_TriadMode1_BeatModeFalse_formModeTrue_1.3_0.25.csv
